"Timestamp","Płeć","Wiek","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się świetnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w złym nastroju.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się rozluźniony i spokojny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się szaro i beznadziejnie.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem w dobrym humorze.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Jestem pogodny.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Czuję się przygnębiony.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest złe.]","Jak dalece zgadzasz się lub nie zgadzasz z następującymi zdaniami opisującymi Twój aktualny nastrój? [Moje samopoczucie jest dobre.]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Radość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Niepokój]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Strach]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Miłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Gniew]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wesołość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Upokorzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Smutek]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wzburzenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Lęk]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Żal ]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Obawa]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Złość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Załamanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Szczęście]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wściekłość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Oddanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Zadowolenie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Czułość]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Wstyd]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Poczucie winy]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Przywiązanie]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Depresja]","Jak często odczuwałeś w minionym tygodniu wymienione niżej uczucia? [Nieszczęście]","Ile godzin średnio przesypiasz w ciągu doby?","Czy masz wyznaczone pory snu?","Jak oceniasz jakość swojego snu?","Ile godzin tygodniowo poświęcasz na sport?","Jaki środek transportu wybierasz najczęściej?","Jak oceniasz swoją kondycję fizyczną?","Ile godzin (średnio) w ciągu dnia korzystasz z urządzeń elektronicznych (komputer, laptop, tablet) pracując lub ucząc się?","Ile godzin dziennie poświęcasz na korzystanie z urządzeń w celach rozrywkowych?","Czy zdarza Ci się mieć poczucie, że za dużo czasu spędzasz korzystając z urządzeń elektronicznych?","Co przeważa w Twojej diecie?","Jaką wagę przywiązujesz do jakości swoich posiłków?","Jak oceniasz regularność swoich posiłków?","Czy masz kogoś, na kim możesz polegać w trudnej sytuacji?","Z iloma osobami utrzymujesz regularny kontakt w celach towarzyskich?","Jakie znaczenie mają dla Ciebie kontakty z innymi ludźmi?"
"2019/11/01 5:05:04 PM GMT+1","kobieta","20","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","często","rzadko","rzadko","często","rzadko","często","rzadko","rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","rzadko","nigdy","nigdy","bardzo często","nigdy","bardzo często","bardzo często","czasami","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","nigdy","8-10","4","3","1 - 2,5","samochód","3","3 - 5","2 - 3","często","żywność mocno przetworzona (mrożonki, gotowe dania)","nie jest to moim priorytetem","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
"2019/11/01 5:09:41 PM GMT+1","mężczyzna","21","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","nigdy","bardzo często","bardzo często","zawsze","nigdy","czasami","czasami","nigdy","rzadko","bardzo rzadko","często","nigdy","często","rzadko","czasami","bardzo często","często","nigdy","rzadko","bardzo często","nigdy","nigdy","6-8","3","3","więcej niż 4","samochód","3","mniej niż 3","3 - 4","często","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","5 i więcej","5"
"2019/11/01 5:10:07 PM GMT+1","kobieta","21","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","często","rzadko","czasami","nigdy","czasami","bardzo często","bardzo rzadko","rzadko","czasami","czasami","bardzo rzadko","często","czasami","bardzo rzadko","czasami","często","nigdy","czasami","nigdy","rzadko","nigdy","nigdy","nigdy","nigdy","6-8","1","3","więcej niż 4","komunikacja miejska","4","mniej niż 3","mniej niż 1","czasami","żywność mocno przetworzona (mrożonki, gotowe dania)","nie jest to moim priorytetem","jem nieregularnie","z rodziną/znajomymi nie poruszam poważnych tematów","2 - 3","4"
"2019/11/01 5:11:39 PM GMT+1","mężczyzna","17","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","zgadzam się","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","bardzo często","często","rzadko","czasami","bardzo często","bardzo rzadko","rzadko","bardzo rzadko","często","czasami","bardzo często","często","bardzo często","bardzo często","bardzo często","czasami","rzadko","często","nigdy","bardzo rzadko","4-6","4","4","mniej niż 1","komunikacja miejska","3","powyżej 8","1 - 2","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/01 5:36:08 PM GMT+1","mężczyzna","19","raczej się nie zgadzam","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","rzadko","nigdy","często","bardzo rzadko","zawsze","nigdy","bardzo rzadko","rzadko","nigdy","nigdy","nigdy","bardzo rzadko","bardzo rzadko","zawsze","nigdy","bardzo często","zawsze","zawsze","nigdy","nigdy","często","nigdy","nigdy","4-6","2","3","więcej niż 4","samochód","5","nie używam/rzadko używam komputera do pracy/nauki","2 - 3","rzadko","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/01 5:55:31 PM GMT+1","kobieta","21","nie zgadzam się","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","czasami","czasami","rzadko","często","bardzo często","rzadko","czasami","czasami","często","często","często","często","rzadko","zawsze","często","zawsze","zawsze","zawsze","rzadko","często","zawsze","bardzo rzadko","bardzo rzadko","6-8","3","2","2,5 - 4","chodzę pieszo","3","3 - 5","1 - 2","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","5 i więcej","5"
"2019/11/01 5:56:41 PM GMT+1","mężczyzna","21","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","trochę tak, trochę nie","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","zgadzam się","często","rzadko","bardzo rzadko","rzadko","czasami","bardzo często","bardzo rzadko","czasami","rzadko","bardzo rzadko","często","czasami","czasami","rzadko","często","rzadko","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","rzadko","czasami","nigdy","bardzo rzadko","6-8","3","3","więcej niż 4","samochód","4","mniej niż 3","1 - 2","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/01 6:01:28 PM GMT+1","kobieta","21","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","czasami","bardzo rzadko","rzadko","zawsze","bardzo często","bardzo często","bardzo rzadko","czasami","czasami","bardzo rzadko","bardzo rzadko","bardzo rzadko","często","czasami","często","często","bardzo często","często","zawsze","nigdy","rzadko","zawsze","nigdy","bardzo rzadko","8-10","5","3","1 - 2,5","komunikacja miejska","4","mniej niż 3","mniej niż 1","czasami","mam zbilansowaną dietę","nie jest to moim priorytetem","różnie z tym bywa","nie mam nikogo takiego","0","3"
"2019/11/01 6:02:22 PM GMT+1","kobieta","21","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","często","czasami","często","często","często","bardzo rzadko","często","bardzo często","często","rzadko","często","bardzo często","bardzo często","czasami","rzadko","bardzo rzadko","czasami","czasami","czasami","rzadko","czasami","czasami","czasami","4-6","2","3","2,5 - 4","chodzę pieszo","4","5 - 8","2 - 3","bardzo często","warzywa i owoce","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","2"
"2019/11/01 6:09:05 PM GMT+1","mężczyzna","24","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","nie zgadzam się","zgadzam się","raczej się zgadzam","czasami","często","rzadko","bardzo często","czasami","czasami","nigdy","czasami","często","czasami","bardzo rzadko","rzadko","rzadko","bardzo rzadko","czasami","czasami","często","rzadko","czasami","bardzo rzadko","nigdy","czasami","bardzo rzadko","rzadko","6-8","2","4","nie uprawiam żadnego sportu","samochód","3","5 - 8","1 - 2","czasami","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","jem nieregularnie","na ogół mam do kogo zwrócić się z problemem","2 - 3","4"
"2019/11/01 6:14:12 PM GMT+1","kobieta","22","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","często","czasami","czasami","zawsze","bardzo rzadko","często","bardzo rzadko","czasami","czasami","czasami","czasami","czasami","rzadko","czasami","często","nigdy","zawsze","bardzo często","zawsze","bardzo rzadko","czasami","zawsze","nigdy","rzadko","4-6","1","2","mniej niż 1","komunikacja miejska","2","3 - 5","2 - 3","bardzo często","mięso i ciężkostrawne potrawy","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","3"
"2019/11/01 6:29:56 PM GMT+1","kobieta","22","nie zgadzam się","trochę tak, trochę nie","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","czasami","czasami","rzadko","czasami","czasami","czasami","nigdy","rzadko","czasami","rzadko","czasami","często","często","rzadko","często","rzadko","często","czasami","czasami","rzadko","bardzo rzadko","czasami","rzadko","czasami","6-8","3","3","mniej niż 1","komunikacja miejska","2","5 - 8","2 - 3","rzadko","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","4 - 5","4"
"2019/11/01 6:55:24 PM GMT+1","kobieta","23","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","czasami","często","często","czasami","czasami","czasami","czasami","często","czasami","często","często","często","czasami","często","czasami","czasami","czasami","czasami","często","czasami","często","często","rzadko","rzadko","6-8","4","3","1 - 2,5","komunikacja miejska","4","mniej niż 3","3 - 4","często","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/01 6:56:22 PM GMT+1","mężczyzna","24","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","bardzo rzadko","nigdy","często","rzadko","bardzo często","nigdy","bardzo rzadko","bardzo rzadko","nigdy","bardzo rzadko","bardzo rzadko","rzadko","nigdy","bardzo często","bardzo rzadko","bardzo często","bardzo często","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","bardzo rzadko","4-6","4","4","więcej niż 4","samochód","4","5 - 8","1 - 2","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","1","5"
"2019/11/01 7:03:46 PM GMT+1","mężczyzna","19","nie zgadzam się","raczej się zgadzam","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","często","czasami","nigdy","czasami","czasami","często","rzadko","rzadko","rzadko","rzadko","nigdy","czasami","rzadko","nigdy","czasami","bardzo rzadko","rzadko","czasami","rzadko","nigdy","bardzo rzadko","rzadko","nigdy","nigdy","6-8","4","4","2,5 - 4","komunikacja miejska","4","mniej niż 3","1 - 2","czasami","mam zbilansowaną dietę","jest to dla mnie dość ważne","różnie z tym bywa","na ogół mam do kogo zwrócić się z problemem","4 - 5","4"
"2019/11/01 7:05:01 PM GMT+1","mężczyzna","21","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","raczej się zgadzam","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","nigdy","bardzo rzadko","rzadko","bardzo rzadko","bardzo często","nigdy","rzadko","czasami","nigdy","bardzo rzadko","bardzo rzadko","rzadko","nigdy","bardzo często","nigdy","bardzo rzadko","zawsze","czasami","nigdy","bardzo rzadko","czasami","nigdy","bardzo rzadko","4-6","2","4","1 - 2,5","komunikacja miejska","3","3 - 5","2 - 3","czasami","mam zbilansowaną dietę","nie jest to moim priorytetem","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/01 7:12:24 PM GMT+1","kobieta","23","nie zgadzam się","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się zgadzam","raczej się nie zgadzam","nie zgadzam się","raczej się zgadzam","czasami","często","bardzo rzadko","bardzo często","czasami","bardzo często","rzadko","rzadko","często","bardzo rzadko","nigdy","bardzo rzadko","czasami","bardzo rzadko","często","czasami","bardzo często","często","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","nigdy","6-8","4","4","mniej niż 1","komunikacja miejska","3","powyżej 8","3 - 4","bardzo często","warzywa i owoce","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","4"
"2019/11/01 7:16:45 PM GMT+1","kobieta","21","nie zgadzam się","zgadzam się","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","czasami","rzadko","często","czasami","bardzo często","bardzo rzadko","rzadko","rzadko","rzadko","rzadko","czasami","czasami","rzadko","bardzo często","czasami","często","często","często","rzadko","bardzo rzadko","często","bardzo rzadko","bardzo rzadko","6-8","4","4","nie uprawiam żadnego sportu","komunikacja miejska","2","3 - 5","1 - 2","bardzo często","żywność mocno przetworzona (mrożonki, gotowe dania)","staram się jeść zdrowo, ale mi nie wychodzi","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","5"
"2019/11/01 7:26:02 PM GMT+1","mężczyzna","20","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","trochę tak, trochę nie","rzadko","nigdy","nigdy","czasami","często","bardzo rzadko","nigdy","bardzo rzadko","często","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","nigdy","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","rzadko","6-8","1","3","2,5 - 4","samochód","3","mniej niż 3","2 - 3","nigdy","mam zbilansowaną dietę","jest to dla mnie dość ważne","zazwyczaj jem regularnie","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
"2019/11/01 7:26:07 PM GMT+1","mężczyzna","20","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","bardzo często","rzadko","nigdy","zawsze","bardzo rzadko","bardzo często","bardzo rzadko","nigdy","rzadko","nigdy","nigdy","bardzo rzadko","rzadko","nigdy","bardzo często","bardzo rzadko","zawsze","bardzo często","zawsze","nigdy","nigdy","zawsze","nigdy","nigdy","6-8","2","4","więcej niż 4","samochód","5","mniej niż 3","1 - 2","rzadko","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","różnie z tym bywa","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","5"
"2019/11/01 7:31:09 PM GMT+1","kobieta","22 lata","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","nie zgadzam się","zgadzam się","zgadzam się","nie zgadzam się","nie zgadzam się","zgadzam się","często","rzadko","nigdy","często","rzadko","często","nigdy","rzadko","rzadko","czasami","czasami","czasami","rzadko","rzadko","czasami","czasami","często","często","często","rzadko","czasami","często","nigdy","nigdy","6-8","1","3","nie uprawiam żadnego sportu","komunikacja miejska","3","5 - 8","3 - 4","czasami","fast food","jestem tym, co jem!","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","4 - 5","4"
"2019/11/01 7:43:32 PM GMT+1","mężczyzna","20","nie zgadzam się","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","nie zgadzam się","trochę tak, trochę nie","trochę tak, trochę nie","bardzo rzadko","bardzo rzadko","czasami","bardzo rzadko","nigdy","bardzo rzadko","nigdy","rzadko","bardzo rzadko","bardzo często","czasami","bardzo często","bardzo rzadko","bardzo rzadko","rzadko","nigdy","czasami","czasami","nigdy","rzadko","czasami","czasami","czasami","czasami","6-8","4","3","więcej niż 4","komunikacja miejska","4","3 - 5","mniej niż 1","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","różnie z tym bywa","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","2 - 3","3"
"2019/11/01 8:01:31 PM GMT+1","kobieta","19","trochę tak, trochę nie","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","raczej się zgadzam","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","raczej się zgadzam","czasami","często","często","czasami","czasami","bardzo często","rzadko","czasami","czasami","czasami","czasami","często","rzadko","często","czasami","rzadko","często","czasami","często","rzadko","rzadko","często","często","rzadko","6-8","4","4","więcej niż 4","komunikacja miejska","4","5 - 8","2 - 3","często","mam zbilansowaną dietę","jest to dla mnie dość ważne","staram się jeść regularnie","na ogół mam do kogo zwrócić się z problemem","2 - 3","3"
"2019/11/01 8:03:01 PM GMT+1","mężczyzna","21","nie zgadzam się","raczej się zgadzam","raczej się nie zgadzam","raczej się zgadzam","nie zgadzam się","zgadzam się","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","rzadko","bardzo rzadko","bardzo często","rzadko","czasami","nigdy","bardzo rzadko","czasami","bardzo rzadko","nigdy","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo często","nigdy","bardzo często","często","bardzo często","nigdy","nigdy","zawsze","bardzo rzadko","nigdy","4-6","3","2","1 - 2,5","komunikacja miejska","3","mniej niż 3","3 - 4","czasami","mięso i ciężkostrawne potrawy","jest to dla mnie dość ważne","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","3"
"2019/11/01 8:11:44 PM GMT+1","kobieta","18","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","raczej się nie zgadzam","trochę tak, trochę nie","raczej się zgadzam","raczej się zgadzam","trochę tak, trochę nie","trochę tak, trochę nie","trochę tak, trochę nie","bardzo często","czasami","często","zawsze","często","bardzo często","nigdy","rzadko","często","czasami","często","często","często","często","bardzo często","często","zawsze","często","czasami","nigdy","nigdy","zawsze","rzadko","często","6-8","4","4","1 - 2,5","komunikacja miejska","3","3 - 5","2 - 3","czasami","mam zbilansowaną dietę","staram się jeść zdrowo, ale mi nie wychodzi","staram się jeść regularnie","nie czuję się komfortowo rozmawiając na trudne tematy z rodziną/znajomymi","4 - 5","4"
"2019/11/01 8:39:00 PM GMT+1","kobieta","26","nie zgadzam się","trochę tak, trochę nie","nie zgadzam się","raczej się zgadzam","nie zgadzam się","raczej się zgadzam","raczej się zgadzam","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","bardzo rzadko","bardzo rzadko","bardzo rzadko","bardzo rzadko","często","nigdy","rzadko","rzadko","rzadko","czasami","czasami","czasami","czasami","bardzo często","bardzo rzadko","bardzo rzadko","bardzo często","czasami","bardzo rzadko","czasami","często","nigdy","nigdy","8-10","3","4","nie uprawiam żadnego sportu","samochód","2","powyżej 8","3 - 4","bardzo często","mięso i ciężkostrawne potrawy","nie jest to moim priorytetem","staram się jeść regularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","2 - 3","4"
"2019/11/01 8:47:45 PM GMT+1","mężczyzna","21","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","raczej się nie zgadzam","raczej się nie zgadzam","raczej się zgadzam","trochę tak, trochę nie","nie zgadzam się","nie zgadzam się","raczej się zgadzam","często","rzadko","rzadko","bardzo często","czasami","bardzo często","bardzo rzadko","rzadko","rzadko","rzadko","rzadko","czasami","czasami","czasami","często","czasami","czasami","często","czasami","bardzo rzadko","rzadko","czasami","nigdy","bardzo rzadko","6-8","2","4","więcej niż 4","komunikacja miejska","5","5 - 8","1 - 2","czasami","mam zbilansowaną dietę","jestem tym, co jem!","jem nieregularnie","mam osoby, z którymi mogę porozmawiać o wszystkim","5 i więcej","3"
